name,date,duration,members,Description,incident
Devils' Kitchen,2013-01-21,00:25,1,An ambulance crew reported seeing flashing lights in the vicinity of the Devil's Kitchen and were concerned that someone may need help. A Team Leader talked to the crew and it was agreed that the lights were probably climbers descending the mountain. No distress signal had been given. No action taken.,10
Northern Carneddau,2013-01-21,00:50,2,"A MOP in Tregarth reported seeing several flares in the sky above the Northern Carneddau. Team members on both sides of the Carneddau (Bethesda and Conwy) observed the mountain for some time on a very clear night. No lights or distress signal was seen, so no action taken. This could have been Chinese lanterns judging by the description. Good intent.",9
Nant Ffrancon,2013-01-21,01:40,2,"The Team were asked to assist the occupants of a vehicle that had become stuck in snow on a minor road in the Nant Ffrancon. Several Team members moved the car to the side of the road, as it was damaged and could not be driven, and drove the occupants a short distance to another car that had arrived to take them home.",8
West face Tryfan,2013-01-12,02:10,2,"This pair of walkers set off up Tryfan with little knowledge of the area or paths. They were unable to complete the North Ridge and turned around back downhill. Unfortunately they wandered off the North Ridge path and into a steep, wet gully above very difficult ground. They phoned for help as they were unable to move up or down. MRT parties were dispatched to the area and were able to locate the pair. An RAF helicopter was then able to winch both people to safety and take them to Ogwen Base. It is interesting that this was the second such cragfast operation in the same gully within 3 weeks.",7
Penmaenmawr quarry,2013-01-06,03:20,4,A local man went out on his usual walk around the north west side of the quarries when at some point he suddenly realised that one of his dogs had gone missing. He presumed that she could have only gone over the edge of cliffs close by. The Team were called to retrieve the dog who had sadly died in the fall.,6
South slopes of Glyder Fawr,2013-01-04,06:00,2,Two walkers were hoping to descend from Glyder Fawr to the Devil's Kitchen but became disorientated in cloud. Instead of walking north they strayed in a south easterly direction and ended up on steep ground in the upper bowl of Cwm Ffynnon. Members of OVMRO and LLanberis MRT were able to locate them using SARLOC and walked them back to the road.,5
Llyn Caseg Ffraith,2013-01-04,05:00,2,"Two walkers asked for assistance to descend from Llyn Caseg Ffraith to the A5. They had no injuries but the female lacked confidence to walk downhill. They had climbed to the summit of Glyder Fach via the Bristly Screes but turned back due to the weather and were unable to retreat by the same route. Although the Team Leader tried to persuade them to carry on walking, they decided to wait until members of the Team walked to their location. They were then able to walk back to the road with team members.",4
Llyn Ogwen,2013-01-04,00:50,1,The Team were asked to assist with a search for a vulnerable person whose car had been found close to Llyn Ogwen. Police officers located the missing person before the team were deployed. No action taken.,3
Moel Siabod,2013-01-03,00:40,1,A walker reported his female companion overdue from a walk on Moel Siabod. She had overtaken him on the mountain several hours earlier and he had expected to find her at their car parked at Plas y Brenin. He phoned 999 as he was concerned for her safety. Luckily she was located at the Swallow Falls Hotel before the team were deployed.,2
Idwal Slabs,2013-01-01,01:15,1,A member of the public reported that a group of climbers on the Idwal Slabs had not moved for more than 2 hrs and he was concerned for their safety as darkness fell. When a Team Leader went to investigate he met up with members of another MRT who had been training on the Idwals Slabs and therefore had been in one place for quite a while. No further reports for help so incident closed.,1
Bochlwyd Path,2014-01-31,02:20,1,"A male walker slipped on a wet rock on the descent from Bochlwyd to Ogwen resulting in a serious lower leg injury. A hasty cas care party was dispatched followed by a stretcher party. Due to the nature of the injury 22 Sqn were also requested. The casualty was given pain relief, the leg was splinted and then he was carried a short distance to the helicopter. The flying conditions were challenging so the assistance of 22 Squadron was very much appreciated.",116
Moel y Ci forest,2014-01-29,01:30,1,"A female was found in a collapsed state on a forest track on Moel y Ci by a member of the team.
Another team member living close by went to assist and an ambulance was requested. However, due to high demand on the ambulance service, the ambulance control requested that the team members take her to hospital in their own vehicle. This was done and she was in hospital in a very short time.",115
Bryn Engan,2014-01-28,01:35,11,A member of the public phoned to call out Mountain Rescue after hearing whistles for help in the forest above Plas y Brenin. They continued on to Llanberis so couldn’t give any more details. A party were dispatched in a team landrover to investigate but couldn’t hear the whistles. As no reports were received the investigation was called off. Later information said that a hunt had taken place in this area and they may have used whistles. Good intent from a member of the public.,114
"Bristly Ridge, Glyder Fach",2014-01-28,03:45,1,"A well equipped party of 4 set off for a day in the mountains. They had been up Tryfan and then started to ascend Bristly Ridge onto the Glyders. At about 2/3rds height one of the party slipped and fell a short distance (1 metre). As he fell, he landed awkwardly on a rock which put pressure on his lower leg resulting in a painful injury. They called for MR and 22sqn responded very quickly to the request and flew cas to YG hospital. One team member escorted the rest of the party off the hill via the Screes and Cwm Tryfan. Lots of team members were on the hills as the weather was fantastic, however some were too far away to respond quickly.",113
"Bryn Engan, Moel Siabod",2014-01-24,02:00,5,The family had arrived at their holiday cottage and decided to set off for a walk. They got lost and decided to call out mountain rescue as they had no maps or any gear. A SARLOC message was sent which placed them in the forest above PyB. They were given directions to the path over the phone and a landrover was sent to locate them. The team vehicle collected them from the forest and took them back to their holiday accomodation. An over enthusiastic walk for their first day,112
Llyn y Cwn,2014-01-13,01:20,1,"A solo male walker slipped close to Llyn y Cwn resulting in a shoulder injury. Due to the cold weather conditions and his location on the mountain, 22 Squadron were asked to assist whilst a hill party assembled at Oggie Base. Luckily, the heli could winch him and flew him straight to hospital for treatment.",111
Bochlwyd,2014-01-06,00:20,2,The party made steady but slow progress up the North Ridge of Tryfan and began to worry about fading daylight. They tried to find a way off by the East Face but realised that this was not possible. They carried on to the summit where they met up with other climbers who they walked with for a short period. They ended up descending on their own to Bochlywd but were struggling to find the path in the dark. A small hill party walked up to meet them and brought them down to the road.,110
Cwm Llugwy,2014-01-30,01:30,3,"A group of 3 males were reported as overdue from a climb on Craig yr Ysfa. There was no great concern for their safety as they were well equipped, experienced and had been moving slowly for most of the day. A Team vehicle deployed up Mac's Highway to check on lights seen moving down the mountain, and the overdue party accepted a lift back to the road.",109
Milestone Buttress area,2014-01-29,02:50,1,"A group of 4 friends were scrambling up the North Ridge of Tryfan when the casualty slipped as he ascended a short gully. He slipped back down the gully and tumbled a further 25m before stopping close to the edge of a steep drop. During the fall he suffered injuries to his head and spine. RAF helicopter support was requested through NWP and a hasty party deployed from Base. A joint effort of Oggie members and the RAF winchman enabled the casualty to be immobilised in a vac mat, packaged and winched into the heli for transfer to hospital",108
North Ridge Tryfan,2014-01-27,03:20,2,"Two European friends decided to climb Tryfan as it did not look too far on the map on their Phone. When they reached the North Tower area late in the afternoon they realised that they had underestimated their walk. They turned back but did not manage to get down before dark and lost their way whilst trying to use the light of their phones to get down, ending up stuck above a small cliff. They called 999 for assistance. The Team Leader located them from the road and a small Hill party was sent to collect them . A short rope system was constructed and they were brought to safe ground. They expressed their surprise at the lack of a ""proper path"" to follow and their relief that they would neither be arrested or have to pay.",107
Bryn Engan forest,2014-01-27,02:00,4,"Four friends were driving their 4x4 from Snowdon towards Betws y Coed, and reached Siabod Café. They spotted a bridge and track on the right and decided to go off-road. They went up a steep gravel track, then followed a grassy track until they got stuck in the mud. After 3 hours it started to get dark and they called for help. Their knowledge of their location was poor, but using local area knowledge the Team was able to approximate their location. This was backed up when one of the group had enough signal to reply to the SARLOC message sent to them (the one with better signal had no credit on his phone, so could not follow the link). A team member who knows the forest tracks was dispatched to recover the group. It was decided that it was not worth the risk to team member or team vehicles to try and pull theirs out. A NWP officer met them at the road to provide a debrief and advice on where they could go to get their vehicle recovered",106
Little Orme,2014-01-21,27:00,1,"The Team were asked to assist in a search for a missing male in the Little Orme area. There was a multi agency search carried out which included Ogwen MRT, NEWSAR, SARDA, Coastguard, RNLI, NWP helicopter and NWP Officers. Personal items belonging to the missing male were located but he has not been found. No further MRT involvement is necessary.",105
Y Garn/ Foel Goch,2014-01-21,02:15,2,"A couple had been up Y Garn via the Devil's Kitchen and planned to descend in to Cwm Clyd. In the cloud they missed the descent and did not know their location so phoned for assistance. SARLOC was used to locate them and since it was determined there was an easy route down to Nant Peris, and they could use a compass, they were given instructions to descend West for 750m to reach a path or river and then go South-West until they reached Nant Peris. The team kept in touch with them when phone signal permitted and they arrived in Nant Peris safely. They were then given the number of a local taxi firm so they could get back to their car in Ogwen",104
Milestone area of Tryfan,2014-01-21,02:30,2,"Two males from Manchester, who had climbed Tryfan many years previously, parked in the Milestone carpark and tried to climb the North Ridge. They did not reach the summit so then tried to return the way they had come. They lost the path in the mist and decided to split up. One male made a precarious descent down a gully on the West Face, the second male called for assistance as he was not able to climb down. He was found at the top of Milestone Buttress climbers descent area and walked off the mountain with Team members.",103
Glyder Fawr,2014-01-17,15:25,1,"A man reported himself lost on Glyder Fawr but no contact could be made with him. The Team Leader considered all risk factors and the information provided to NWP in the initial call (sleeping bag, bivvi bag, food etc)and decided that no members would be deployed during the night unless a further call was received. The following morning one team member went for a walk along the probable route the man would take in daylight and found him near the Devil's Kitchen safe and well.",102
Milestone Buttress area,2014-01-16,02:55,1,"A group of 6 friends attempted the North Ridge but decided to retreat when they reached the North Tower area. On the way down the group split up with the 3 experienced walkers arriving at the road in good time, but leaving the less experienced friends to find their way down in the fading light. This group lost the route which resulted in one of them falling a short distance and sustaining an injury to his knee. All three then became stuck on the difficult ground above the Milestone Buttress. A large hill party and 22 Squadron evacuated the 2 stuck males to Oggie Base and the injured male to hospital.",101
Glyder Fach,2014-01-16,02:40,2,"Two female students set off from their car in the Ogwen valley. They were generally vauge about the route they had taken, but believed it to be via Devil's Kitchen path to Glyder Fawr, and on towards Glyder Fach past the Castle of the Winds. At this point they became lost for several hours on the summit slopes of Glyder Fach before descending a steep north facing slope to the west side of Bristly Ridge and becoming crag fast with less than 10m visibility as darkness approached. They were located by SARLOC and as the cloud lifted they were able to move down slope to the east of Alpharbet slabs heading towards Llyn Bochlwyd. The rescue party located them and escorted them off the steep ground to Oggie Base.",100
Foel Lus,2014-01-15,01:10,2,Two teenage girls went for a late afternoon walk on the hillside above their village but became stuck in the dark on steep ground covered in brambles. SARLOC was used to locate their position and they also had a mobile phone torch to aid finding them. Two team members beat their way through dense undergrowth to reach them and brought them back to the path and back to their grateful patents.,99
Heather Terrace,2014-01-15,01:50,1,"Two female walkers climbed the North Ridge of Tryfan until they reached the steeper rocks and then moved leftwards onto the East Face. They then decided to descend a gully (probably Bastow) rather than return down the way they had come up. Towards the bottom of the gully one of them took a tumbling fall of about 7m down a wet slab, sustaining arm and leg injuries. Her friend slid down the same slab with no injuries and they continued downwards for a while, unknowingly crossing the Heather Terrace, before ringing for help. Three team members attended the scene and a passing helicopter from 22 squadron was diverted to take the injured female to hospital, whilst the other female walked down to Oggie Base with team members.",98
"Heather Terrace, Pinnacle Rib",2014-01-15,03:00,1,"A male student was lead climbing the first pitch or First Pinnacle Rib route when he slipped and fell about 15m, ending up on the Heather Terrace. In the fall he had suffered a blow to the head and face. A passing doctor examined him and, deciding it was wise to ask for help, called 999. Ogwen Team members were joined on scene by 2 Llanberis MRT members who had been walking close-by, and working with the winchman from 22 Squadron they managed to get the casualty onto a stretcher and winched into the helicopter for a short flight to the hospital in Bangor",97
Moel Siabod,2014-01-09,02:55,2,"A party of two had been walking on Moel Siabod when the cloud came in and, having lost their map in a bog, they were unable to navigate down from the summit. After an hour they decided to call for help. Whilst attempting to work out if the casualty could be talked down another walker arrived at the summit. He was well equipped and knew the way down to Capel Curig, so offered to guide the casualty party down the mountain. Members waited at base until we received confirmation the party was safely back at the road.",96
Moel Siabod,2014-01-31,01:50,1,"A male walker became lost on his descent from the summit of Moel Siabod. He had set off from Dolwyddelan early in the morning and followed a guidebook route up through the forest. On the way down he lost his camera and spent some time looking for it so it was nearly dark as he approached the forest. He did not reach the access path and was unsure which way to go so rang for assistance. The Team were unable to gain any contact with him so hill parties and 22 Squadron were tasked to search three probable areas. The helicopter had to abandon their search due to very high winds, but the male by now had rung again with a better description of his location. He was picked up by vehicle by team members close to Dolwyddelan.",95
Cwm Clyd,2014-01-30,21:45,4,A walker reported an abandoned tent in Cwm Clyd and was concerned for the welfare of the owner. At the same time a missing person was believed to have travelled to Snowdonia to go camping so NWP asked the team to examine and retrieve the tent to see whether there was any connection to the missing person. A small hill party went to the scene the following morning but only found a broken tent with nothing of value in it. They carried out a search of the immediate area but nothing else was found. The tent was taken away for disposal. The missing person was also located safe and well by NWP.,94
"Gwydyr Forest, Betws y Coed",2014-01-29,01:30,4,A party of four lost their way in the forest above Betws y Coed. It would appear that they had managed to walk the forest paths for most of the day without ever seeing Llyn Elsi. Although they had torches and were on a land rover trail they felt they needed assistance and called for MRT. Their position was located from their mobile phone and a team vehicle drove to the scene and then returned them to Betws y Coed. Probably an unnecessary call-out.,93
RAC Boulders,2014-01-29,01:50,1,"A male climber took a short fall onto boulders at a small crag close to Capel Curig. The original information was misleading as it implied he had fallen from a much greater height causing 22 Squadron to be tasked immediately. Team members and the winchman arrived on scene at the same time to treat the casualty who only had minor injuries. However, as a precaution, he was treated as a possible spinal injury, packaged and winched aboard the helicopter for transfer to hospital. The rest of the casualty party were brought off the hill by team members.",92
East Face Tryfan,2014-01-28,02:55,4,A family party including 2 small children decided to attempt the North Ridge of Tryfan despite the forecasted high winds and heavy wind arriving by midday. High up on the ridge they strayed on to the Eastern Traverse to escape the weather and became stuck as the children were cold and frightened. A hill party set off on foot and 22 Squadron were asked to assist due to the age of the children involved. Spectacular flying resulted in the mother and two children being snatched from the ridge and returned to Oggie base for a warm up. The father and dog were led off the mountain by the hill party.,91
East Face Tryfan,2014-01-27,03:35,2,"A couple had ascended the North Ridge to Western Gully following another group, but when this group went down Western Gully the couple started to get in to difficulties. They were not confortable going on to the summit so decided to descend North Gully, where they got stuck. They were told to stay put and wait for a team to reach them. Another call was received stating that they had tried descending further and the female had fallen sustaining injuries to her head and arm. They were again told to stay put and wait for rescue. A third call was received from the casualties stating that they had slid further down the gully and thought they were on a path. They gave a grid reference from the GPS that confirmed they were on Heather Terrace. They were again told to stay still and await rescue. Two team members were dispatched, and found them making their way down Heather Terrace (surprisingly they were still not staying put). They were escorted back to base.",90
East Face Tryfan,2014-01-19,01:30,2,A pair of students had travelled over from Manchester early in the morning for a day in Ogwen. The weather in the morning had been atrocious with high winds and driving rain. They left Ogwen Cottage at 10 Oclock to walk up to Heather Terrace. They arrived on the terrace at about 12 O’clock but struggled to find the start of the route (Grooved Arete). They climbed the route but clearly missed some of the key pitches and made it to the summit of Tryfan. For some reason they decided to abseil scramble back down the east face in the area of North Gully. As they were abseiling it went dark and the only torch they had failed leaving them in the dark. They decided to stop and call Mountain Rescue. They were saved from a long night by skilful flying of RAF 22sqn who managed to pick them off. They were brought to base.,89
Devil's Kitchen,2014-01-19,01:45,4,A party of walkers reported themselves lost in bad weather somewhere in the Devil's Kitchen area. Although on a path they were reluctant to follow it. A small hill party prepared to deploy but before doing so the informant rang back to say the cloud had lifted and they were able to see their way down. They were asked to confirm when they were safely back at the road which they did in due course.,88
Betws y Coed,2014-01-17,02:00,1,"A lady slipped on wet tree roots on the riverside path out of Betws y Coed and injured her ankle. WAS were called initially and treated the injury, however they were unable to extract the lady back to the ambulance so asked for assistance. A Team vehicle was able to get to within 50 metres so a short stretcher carry took the lady to the Landrover which then transported her back to the road and the ambulance.",87
Gwydir Forest,2014-01-16,02:35,9,"A dog fell over a 25m cliff whilst out for a walk with its owner. She could not see it but thought she could hear it moving around below her. There was no easy access to the base of the cliff so the Team were caller to locate and extract the dog. One team member abseiled down the cliff and happily reported finding the dog safe and uninjured at the bottom of the cliff, but still on steep wooded terrain. He was able to lead the dog back down to the road for an emotional reunion with its owner.",86
Tryfan,2014-01-11,01:15,1,"A male was seen to fall some distance high up on the North Ridge of Tryfan. Due to limited information on injuries, 22 Squadron and the Team were both asked to respond immediately. The winchman was able to treat and load the casualty quickly for a short flight to hospital. No team members were deployed onto the hill.",85
North ridge Tryfan,2014-01-05,01:55,1,"A male walker slipped whilst descending a gully resulting in a 50 ft fall. His walking partner, who had little mountain experience, bravely climbed down the same gully to reach their rucksack containing their phone and rang for help. Due to the potential for serious injury, the Team and 22 Squadron were dispatched simultaneously and in a joint operation were able to stabilise the casualty on the hill and then provide a rapid transfer to Bangor Hospital for further treatment. Oggie Team members then brought the partner back to Base for a warm up and debrief.",84
Cwm Cneifion,2014-01-02,03:15,1,"A solo male walker made a navigational area trying to follow a route on to the Gribin and ended up on very steep ground near Tower Gully. He had also sustained a minor knee injury. 22 Squadron were able to locate the man but weather conditions prevented them from winching at that location. They flew 7 team members on to the hillside close by, who then made their way to the casualty. They were able to rope him down the steep ground and then he walked out with minimal assistance to the road.",83
Tryfan,2014-01-01,02:50,2,"Two elderly males suffered minor injuries on their way down from the summit of Tryfan and so their friends at the roadside rang for assistance. Both men managed to descend one of the East Face gullies to the Heather Terrace before meeting up with the rescue party. Due to the nature of the injuries and mobility of the casualties on difficult terrain in the dark, R122 airlifted both casualties to Bangor Hospital. . The casualties showed great resilience to their injuries.",82
Great Orme,2014-01-30,07:15,1,The Team were asked to assist NWP with a scene investigation on the Great Orme after a male body was discovered in the early hours of the morning. A joint operation of OVMRO and the RAF Valley MRS worked at the scene using tracking and mountain skills to identify the fall lines and obtain sufficient information to enable a report for the Coroner to be produced.,81
Bangor,2014-01-27,15:00,1,"An elderly male left his home address around 12:30hrs to go to the Llandygai car boot fair. He was sighted at 12:45hrs getting off the Bus at the Parc bryn Gegin and then at 14:40hrs in Llandygai. After that time, no further contact ocurred. Extensive searches around Landygai Industrial Estate and Penrhyn Estate were unsuccessful. Following later information, a fresh search was started in the south of the areas. During this time a member of the public informed the MRT that the man was stuck in undergrowth near a barbed wire fence a short distance away. He had survived a night in the open dressed in light clothes but was not significantly harmed by the experience. He was extracted by the Team and taken by ambulance to hospital and later released.",80
Tryfan,2014-01-21,01:25,1,A 65 year old male fell ill and collapsed whilst walking on the lower slopes of Tryfan. Three team members and the winchman from 22 Squadron immediately went to his aid as he had breathing difficulties and was barely conscious. He was stabilised and then double stropped into the helicopter for a short flight to Bangor hospital.,79
Llyn Anafon track,2014-01-20,02:45,1,"A male fell off his mountain bike on the Llyn Anafon track sustaining a head injury plus multiple cuts and scrapes. There was a fast response by both Ogwen Team members and a WAST paramedic but luckily the casualty was only suffering from minor injuries. Because of the mechanism of injury he was treated as a possible spinal injury, immobilised and flown to hospital by Helimed.",78
Great Orme,2014-01-19,02:15,1,A 61 yr old lady took a short tumbling fall close to the summit of the Orme and injured her shoulder. Several team members attended along with a Coastguard party and it was decided the best evacuation from the steep ground was by helicopter. 22 Squadron were able to winch the lady and take her to Bangor hospital for treatment.,77
Creigiau'r dena,2014-01-17,03:00,1,"Two males were scrambling up the lower part of the North Ridge of Tryfan when a block became detached causing one of them to take a tumbling fall of about 20 feet. He sustained a large head laceration plus other bumps and scrapes in the fall, so they asked for help. A large hill party were with him very quickly due to the location, and then 22 squadron were asked to help with the evacuation due to the steep ground and possibility of a spinal injury. He was flown to Bangor hospital for treatment and his friend returned to Oggie Base with the team members.",76
Crimpiau,2014-01-15,04:05,2,"A party of two with 2 dogs became lost in the dark in the Crimpiau area after trying to follow a guidebook walk. A small hill party were able to locate them, retrieve them from the steep ground and walk them back to the road.",75
Y Garn,2014-01-14,02:15,1,"A walker reported a crashed paraglider somewhere to the West of Tryfan who was conscious but unable to move. Unfortunately he was not very specific on the location so a hasty party was sent in to Cwm Idwal to try to locate the incident. Also, because of the possibility of serious injury 22 Squadron were also tasked to overfly the area. The heli located the casualty on the southern slopes of Y Garn and the winchman was able to treat and winch him without any further assistance from the team.",74
Great Orme,2014-01-13,01:20,1,The Team were asked to assist Helimed with an evacuation of a fallen walker on the Great Orme. The lady had injured her ankle when she slipped on a footpath high up on the hillside. One team member and the paramedic assisted the lady to the aircraft and then flew her down to an ambulance on West Shore. Other team members on route were stood down.,73
Tryfan,2014-01-31,01:00,1,"Two friends with limited equipment were descending the North Ridge of Tryfan when another walker suggested they take a 'short cut' back to the campsite at Tryfan Bach. This involved climbing down one of the gullies on the East Face, probably Nor Nor Gully. All went well until they reached an awkward step which one friend climbed down but the other could not. They decided to split up and meet at the campsite and the overdue male was last seen making his way back up the gully to find another way down. After waiting for 2 hours at the campsite the first male called for help as there was no sign of his friend. Due to fading daylight an immediate tasking of 22 squadron was requested and team members made their way to Base.The 'missing' friend was found walking along the road having found a different way down after returning to the summit, so the team and helicopter were stood down. It is worth noting that he had no torch, whistle of phone with him so finding him could have proved extremely difficult.",72
East Face Tryfan,2014-01-28,02:00,4,"This family of four adults intended climbing the north ridge to the Eastern Traverse, as two of them had done this successfully a couple of weeks ago. However, there was far more cloud on the mountain today and at some point they made a navigational error and strayed on to the East Face much lower down. They scrambled up a gully but then found themselves on a ledge system they could not escape. They were spotted through binos from Oggie Base and 22 Squadron were asked to attend due to the location. They were winched aboard the helicopter and dropped off at Oggie Base.",71
"Eastern Traverse, Tryfan",2014-01-23,07:10,2,"A young couple with full camping equipment became stuck on the Eastern Traverse after setting off late in the day and being overtaken by darkness. Although they had torches, sleeping bags and tent the female was distressed and would not consider waiting for first light to re-evaluate their position. A small hill party walked up to them and then escorted them back to the road via Western Gully.",70
Llangollen area,2014-01-23,12:30,1,"The challenging rescue and recovery of the body of a cave diver from a disused mine near Llangollen was led by the NEWSAR (North East Wales Search and Rescue) and the NWCRO (North Wales Cave Rescue Organisation) Teams. As part of a regional response to this serious incident, OVMRO provided some support for the operation. The incident also required specialist cave divers from the Cave Rescue Organisation based in North Yorkshire, Derbyshire and the Mendips to assist in the recovery",69
Aber Falls,2014-01-20,01:55,1,"A male walker slipped when crossing a stile close to the base of Aber Falls, injuring his ankle. A passer-by walked down to the carpark to call for an ambulance, and WAST asked Ogwen MRT to also attend due to the location. By the time Oggie team members were on scene the paramedic had treated the casualty and persuaded him to walk the short distance to the RRV. He was taken to hospital and team members returned to base.",68
Crimpiau,2014-01-19,01:10,3,"Three males (including two children) reported themselves lost above Tal y Waun, in the Crimpiau area. They had no idea of their location and had no equipment with them. Due to the low risk of that area, the Team Leader encouraged them to keep walking downhill. Within a few minutes they rang to say they could now see Tal y Waun again and were safe.",67
Moel Siabod,2014-01-13,01:40,1,The team were asked to assist a lady having a panic attack close to the summit of Moel Siabod. As she and her partner were in cloud there was no possibility of a helicopter reaching them so they were told to wait for a hill party to arrive who were just making their way back to Oggie Base after the previous incident. Shortly afterwards the casualty party reported they were making steady progress back down towards the road so the Team stood down.,66
Afon Ddu gorge,2014-01-13,03:00,1,"A 17 year old girl, on an activity holiday, slipped and sustained a suspected subluxed patella whilst gorge walking in the Afon Ddu. The team were deployed to assist WAST paramedics who treated the girl on scene. She was given pain relief, her leg was splinted and then she was evacuated out of the gorge on a stretcher and taken to the ambulance.",65
Bristy Ridge,2014-01-07,01:30,2,A couple of walkers had completed an ascent of Tryfan and then decided to follow a guide book route up Bristly Ridge. They started to climb up a gully but soon found it was too steep for them to continue but they could not climb back down either. They rang for help and also blew their whistle which attracted a walker close-by who also contacted NWP. Due to their precarious position 22 Squadron were tasked whilst a back-up hill party assembled at Oggie Base. The couple were winched aboard and dropped off at Oggie Base safe and well.,64
Llyn Idwal,2014-01-06,02:50,1,"A female walker, in a group of family and friends, slipped on the path on the East side of llyn Idwal and injured her ankle. A small hill party were quickly on scene, treated the injury and she was evacuated to hospital by 22 squadron who were already in the area due to a previous incident.",63
Glyder Fawr cliff,2014-01-05,02:00,1,"A solo male walker, attempting the Welsh 3000s, became disoriented in cloud and mistakenly started to descend a gully on the main cliff of Glyder Fawr. After a couple of minor falls he realised he was off route and in a dangerous position and requested help. A small hill party were deployed and 22 squadron were tasked due to the high location and dangerous terrain. He was winched aboard the helicopter and dropped off at Oggie Base.",62
Crympiau,2014-01-04,02:45,1,"A female walker slipped and injured her ankle whilst on a walk in the Crimpiau, near to Capel Curig. A small hill party were deployed to administer first aid and then a helicopter from 22 Squadron winched her aboard for a short flight to hospital.",61
"West face, Tryfan",2014-01-03,03:50,4,"A party of four friends attempted an ascent of Tryfan as their second ever mountain route. After reading about the route on a website, they managed to get completely disorientated ending up on very steep ground, way beyond their cababilities and confidence . Their lack of either a map or compass did not help their plight. However Sarloc provided a very accurate fix on their location, which was confirmed by visual observation. Two hill parties approached them from above and below and assisted them safely from the mountain. Once back at base they were given advice on where to get further training.",60
Tryfan / Glyderau,2014-01-02,02:30,4,Two separate incidents were reported during the Oggie 8 event. A male dislocated his shoulder on the South Ridge of Tryfan but managed to re-locate it and was happy to walk slowly off unaided. Another group of three missed the Glyder Fach checkpoint and were reported as overdue. Team members drove round to the Pen y Gwryd and spotted them descending the Miner's track. They were wet but otherwise fine and happily accepted a ride back to Oggie Base in a team vehicle.,59
Betws y Coed,2014-01-30,26:00,1,North Wales Police were contacted by a man's family to ask if an urgent message about a serious family illness could be given to him. He was staying at a private hut in the forest above Betws which was not accessible to NWP so they asked MRT to convey the message. Ogwen MRT members travelled to the Hut and passed the message to the man.,58
Glyder Fawr,2014-01-27,05:00,2,A couple lost their way near the summit of Glyder Fawr on a walk from Nant Peris to Ogwen as part of a 3-day 15 Peaks challenge. They had got as far as Glyder Fach but then decided to retrace their steps as they could not find the path down. They were advised to return to the summit of Glyder Fawr and wait for team members to reach them. A small hill party located them and brought them off the mountain.,57
Tryfan,2014-01-25,01:15,1,"A group of friends walked to the road to report that their friend was stuck on a crag on Tryfan. As they had been out of contact with him for over 4 hrs, and as their knowledge of the mountain was poor and they were not carrying maps or compasses it made establishing his exact location difficult. Whilst the team were preparing for a search, other members of the group had located him and were walking him back off the mountain. No team members were deployed.",56
"Tal y Bont, Conwy Valley",2014-01-16,03:45,1,"The team were asked to assist with a search for a missing male. The missing person left a vehicle in Tal-Y-Bont early in the morning and there was reasonable concern for his safety. A search response was started and supplemented by friends and colleagues. Eventually, the missing person made contact with his family but now reported he was lost. He was soon located about 800m away and taken to the ambulance by an NWP dog handler. The search planning process was just starting when he was located but no Ogwen team members had been deployed.",55
Cwm Tryfan,2014-01-14,03:25,1,"A 17 year old girl slipped and tumbled a considerable distance down steep ground at the back of Cwm Tryfan whilst on a well organised expedition. Other members of her group managed to climb down to her and she appeared to only have minor injuries but they quite rightly decided to activate their SOS alarm system and also managed to report the accident to NWP. As there were team members already at base from the previous incident, a hasty team with first aid equipment was deployed immediately to the casualty site, soon followed by a large stretcher party. Initially the group were in thick cloud so helicopter extraction was not possible, however as the weather improved and the girl was ready in the stretcher to start evacuation 22 Squadron were asked to assist. They were able to fly in for a quick winch and flight to hospital. The remaining members of the group were located and brought down to Oggie Base to meet up with their leaders. Credit must be given to the group of 17 year olds who all acted in an appropriate manner, and followed their emergency protocols to ensure the safety of their friend.",54
Milestone Buttress area,2014-01-14,02:35,1,"A female walker, who was exploring the flanks of Tryfan as part of her Geology degree, became lost in cloud and poor visibility before becoming stuck above the Milestone Buttress on steep ground. Unfortunately, the initial information about her possible location was poor and no phone contact could be made with her. However, troops were deployed into the high probability area and soon found her and she was walked back to Oggie Base.",53
Grooved Arete. Tryfan,2014-01-29,01:20,2,Two male climbers (father and son)became stuck on a ledge on Grooved Arete when they could no longer climb up and were not confident to abseil off. A small hill party set off from Oggie Base but 22 Squadron were also available and were able to snatch the climbers and drop them at Oggie Base.,52
Llandudno,2014-01-27,25:45,1,"A search was carried out for a high risk missing person in the area of the Great Orme. Information was limited so only the NWP helicopter and a tracking dog were used initially with one team members assisting with the search planning. The dog tracked to a wall above a significant cliff, however no trace of the missing person was found.",51
Glyder Fach face,2014-01-24,08:00,2,"Two male walkers plus their dogs made a navigational area in mist on the summit area of Glyder Fach, which resulted in them descending East Gully until their progress was stopped by a 4m vertical drop. One of the dogs was stuck on a ledge and they could not retrace their steps back up the gully. A hasty party set out to locate and secure them and a request for 22 Squadron was made, however the helicopter was not available. A large group of RAF Valley MRT members arrived to assist and with a joint effort, and a lot of dog biscuits, the men and their dogs were taken back up the gully to the summit. The practicality of lowering a large unhappy Rotweiller down the cliff was too complicated! There followed a slow descent down Cwm Tryfan to Oggie Base for a debrief.",50
